"location","check-in","check-out","hotel","review","url"
"Tel Aviv","27 October 2022","25 October  2022","https://www.booking.com/hotel/il/brut-tel-aviv-by-brown-hotels.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGqIAQGYATG4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AsCTppoGwAIB0gIkMWEwYjEwOTAtYWE1MC00ODk3LTgzZDEtNGFkNTlhZDhjNmRj2AIG4AIB&sid=dd7b7dc095dec0087969c1bfb4fafab7&all_sr_blocks=750007604_331263231_0_2_0;checkin=2022-10-25;checkout=2022-10-28;dest_id=-781545;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=750007604_331263231_0_2_0;hpos=1;matching_block_id=750007604_331263231_0_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=750007604_331263231_0_2_0__416668;srepoch=1665763782;srpvid=4e3b71a28d8e0178;type=total;ucfs=1&#hotelTmpl","Very Good","Brown Brut, a member of Brown Hotels"
